"";"";"";"Domenica";"";"Lunedi"
"Ente";"Sezioni";"% ore 12";"% ore 19";"% ore 23";"% ore 15"
"SEZIONE 2477";"";"17,43";"44,27";"48,82";"62,32"
"SEZIONE 2478";"";"22,47";"44,27";"52,42";"64,83"
"SEZIONE 2479";"";"19,17";"47,25";"52,94";"61,29"
"SEZIONE 2480";"";"11,87";"34,17";"38,49";"54,14"
"SEZIONE 2481";"";"16,65";"49,42";"56,65";"68,26"
"SEZIONE 2482";"";"14,47";"38,03";"42,89";"54,55"
"SEZIONE 2483";"";"12,62";"32,67";"41,70";"54,98"
"SEZIONE 2484";"";"17,48";"43,22";"47,56";"62,20"
"SEZIONE 2485";"";"16,86";"41,36";"49,01";"60,06"
"SEZIONE 2486";"";"12,63";"37,88";"43,58";"60,08"
"SEZIONE 2487";"";"15,55";"46,11";"51,78";"63,90"
"SEZIONE 2488";"";"10,49";"29,63";"32,30";"43,21"
"SEZIONE 2489";"";"18,83";"49,93";"56,78";"68,90"
"SEZIONE 2490";"";"14,37";"38,02";"44,51";"57,03"
"SEZIONE 2491";"";"13,67";"34,39";"40,58";"53,53"
"SEZIONE 2492";"";"17,15";"46,43";"55,99";"67,53"
"SEZIONE 2493";"";"15,61";"43,03";"51,06";"63,64"
"SEZIONE 2494";"";"11,60";"22,94";"25,77";"34,79"
"SEZIONE 2495";"";"8,48";"24,91";"31,14";"41,52"
"SEZIONE 2496";"";"14,93";"37,31";"41,60";"53,73"
"SEZIONE 2497";"";"14,18";"37,41";"44,34";"57,32"
"SEZIONE 2498";"";"12,63";"38,52";"46,15";"57,01"
"SEZIONE 2499";"";"13,55";"34,63";"40,28";"52,18"
"SEZIONE 2500";"";"16,25";"37,95";"43,14";"55,79"
"SEZIONE 2501";"";"15,55";"38,58";"43,90";"56,50"
"SEZIONE 2502";"";"12,54";"33,49";"40,63";"50,95"
"SEZIONE 2503";"";"17,02";"42,33";"47,55";"57,98"
"SEZIONE 2504";"";"11,92";"33,20";"42,27";"54,68"
"SEZIONE 2505";"";"11,34";"36,14";"45,35";"56,10"
"SEZIONE 2506";"";"13,17";"34,62";"42,31";"53,85"
"SEZIONE 2507";"";"11,67";"33,37";"40,27";"53,31"
"SEZIONE 2508";"";"13,25";"37,78";"45,86";"56,20"
"SEZIONE 2509";"";"14,21";"41,07";"49,82";"61,57"
"SEZIONE 2510";"";"12,30";"31,46";"40,84";"52,38"
"SEZIONE 2511";"";"17,98";"48,90";"59,46";"71,77"
"SEZIONE 2512";"";"21,82";"51,85";"61,16";"74,17"
"SEZIONE 2513";"";"17,66";"39,74";"47,61";"59,79"
"SEZIONE 2514";"";"20,35";"53,18";"58,93";"71,18"
"SEZIONE 2515";"";"13,69";"41,14";"46,33";"58,14"
"SEZIONE 2516";"";"16,12";"40,89";"49,07";"62,46"
"SEZIONE 2517";"";"14,07";"28,57";"32,06";"42,43"
"SEZIONE 2518";"";"19,14";"41,90";"48,97";"63,62"
"SEZIONE 2519";"";"19,62";"45,65";"52,99";"65,37"
"SEZIONE 2520";"";"13,21";"41,31";"52,14";"65,64"
"SEZIONE 2521";"";"19,84";"40,65";"45,65";"55,97"
"SEZIONE 2522";"";"11,48";"41,74";"49,74";"62,43"
"SEZIONE 2523";"";"17,72";"40,75";"49,17";"61,57"
"SEZIONE 2524";"";"14,21";"36,43";"43,32";"55,27"
"SEZIONE 2525";"";"19,52";"46,52";"57,35";"70,45"
"SEZIONE 2526";"";"20,15";"48,92";"58,92";"71,69"
"SEZIONE 2527";"";"19,19";"48,74";"59,18";"69,87"
"SEZIONE 2528";"";"17,15";"51,72";"62,78";"74,98"
"SEZIONE 2529";"";"15,97";"45,38";"55,15";"68,15"
"SEZIONE 2530";"";"22,59";"48,89";"56,30";"68,89"
"SEZIONE 2531";"";"21,73";"55,94";"64,69";"75,38"
"SEZIONE 2532";"";"17,77";"43,51";"50,28";"62,07"
"SEZIONE 2533";"";"12,82";"30,77";"36,75";"45,47"
"SEZIONE 2534";"";"15,86";"36,36";"43,13";"61,31"
"SEZIONE 2535";"";"16,39";"40,98";"40,98";"50,82"
"SEZIONE 2536";"";"14,67";"34,32";"38,86";"51,27"
"SEZIONE 2537";"";"16,67";"29,17";"37,50";"50,00"
"SEZIONE 2538";"";"12,46";"33,36";"38,72";"51,18"
"SEZIONE 2539";"";"18,38";"47,95";"56,74";"70,13"
"SEZIONE 2540";"";"15,42";"36,86";"45,55";"56,62"
"SEZIONE 2541";"";"13,14";"38,42";"47,42";"61,38"
"SEZIONE 2542";"";"16,51";"35,61";"40,80";"50,39"
"SEZIONE 2543";"";"16,95";"45,59";"54,41";"65,52"
"SEZIONE 2544";"";"16,99";"45,86";"56,43";"66,03"
"SEZIONE 2545";"";"17,41";"47,48";"55,51";"65,58"
"SEZIONE 2546";"";"18,92";"49,26";"60,15";"74,74"
"SEZIONE 2547";"";"16,80";"42,63";"53,25";"64,58"
"SEZIONE 2548";"";"15,52";"39,30";"46,28";"60,88"
"SEZIONE 2549";"";"17,22";"45,28";"52,80";"62,24"
"SEZIONE 2550";"";"12,33";"41,59";"48,73";"59,84"
"SEZIONE 2551";"";"17,10";"38,70";"44,77";"54,89"
"SEZIONE 2552";"";"14,47";"35,57";"44,77";"59,23"
"SEZIONE 2553";"";"15,88";"41,09";"45,28";"59,01"
"SEZIONE 2554";"";"17,01";"40,26";"48,47";"60,04"
"SEZIONE 2555";"";"17,67";"40,55";"48,23";"59,45"
"SEZIONE 2556";"";"15,73";"36,13";"41,37";"55,65"
"SEZIONE 2557";"";"14,91";"36,04";"42,19";"52,23"
"SEZIONE 2558";"";"11,60";"22,78";"27,53";"34,39"
"SEZIONE 2559";"";"14,92";"35,36";"42,45";"54,24"
"SEZIONE 2560";"";"13,63";"39,83";"47,22";"59,33"
"SEZIONE 2561";"";"14,55";"40,79";"47,30";"59,41"
"SEZIONE 2562";"";"19,29";"50,20";"56,73";"69,49"
"SEZIONE 2563";"";"17,08";"48,30";"54,87";"66,23"
"SEZIONE 2564";"";"18,64";"50,81";"60,66";"72,94"
"SEZIONE 2565";"";"14,69";"39,67";"45,47";"55,51"
"SEZIONE 2566";"";"17,80";"51,65";"62,20";"73,19"
"SEZIONE 2567";"";"15,00";"35,13";"41,18";"49,88"
"SEZIONE 2568";"";"14,63";"43,38";"52,29";"65,90"
"SEZIONE 2569";"";"17,15";"40,59";"47,00";"57,88"
"SEZIONE 2570 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2571 (Sezione ospedaliera)";"";"-";"-";"-";"N.P."
"SEZIONE 2572 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2573 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2574 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2575 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2576 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2577 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2578 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2579 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2580 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2581 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2582 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2583 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2584 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2585 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2586 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2587 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2588 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2589 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2590 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2591 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2592 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2593 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2594 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2595 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2596 (Sezione ospedaliera)";"";"-";"-";"-";"N.P."
"SEZIONE 2597 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2598 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2599 (Sezione ospedaliera)";"";"-";"-";"-";"-"
